Tool ,Cutting speed (V),Feed (F),Depth of Cut (D),a,(F) ^ a,b,(D) ^ b,V * Fa * Db,RHS,n,1/n,Tool Life (min),Tool failure (min)
4306,1100,0.11,0.23,0.6,0.265971811,0.15,0.802156626,234.686156,4.312141871,0.33,3.03030303,83.81316576,73.9
4307,1000,0.1,0.19,0.6,0.251188643,0.15,0.779494473,195.800159,5.168535129,0.33,3.03030303,145.1174416,138.59
4308,800,0.11,0.31,0.6,0.265971811,0.15,0.838888526,178.4965606,5.669577031,0.33,3.03030303,192.0820798,185.13
4309,1100,0.13,0.29,0.6,0.294012647,0.15,0.830538367,268.6076617,3.76757682,0.33,3.03030303,55.67276313,45.99
4310,1000,0.16,0.26,0.6,0.333021283,0.15,0.817045048,272.0933902,3.719311224,0.33,3.03030303,53.53949928,49.51
4311,800,0.2,0.23,0.6,0.380730788,0.15,0.802156626,244.3245794,4.142031074,0.33,3.03030303,74.18967918,71.33
4312,1000,0.13,0.27,0.6,0.294012647,0.15,0.821683497,241.5853396,4.188995912,0.33,3.03030303,76.76824738,74.89
4313,1100,0.11,0.29,0.6,0.265971811,0.15,0.830538367,242.9897733,4.164784328,0.33,3.03030303,75.43155845,65.99
4314,1100,0.14,0.25,0.6,0.30738086,0.15,0.812252396,274.6379242,3.684851621,0.33,3.03030303,52.05042219,50.79
4315,700,0.18,0.28,0.6,0.357407369,0.15,0.826178149,206.6975114,4.896043466,0.33,3.03030303,123.151639,122.83
4316,700,0.14,0.25,0.6,0.30738086,0.15,0.812252396,174.7695881,5.790481118,0.33,3.03030303,204.7653719,199.71
4317,800,0.14,0.25,0.6,0.30738086,0.15,0.812252396,199.7366721,5.066670978,0.33,3.03030303,136.6228504,130.24
4318,1000,0.11,0.23,0.6,0.265971811,0.15,0.802156626,213.3510509,4.743356058,0.33,3.03030303,111.877982,109.02
4319,1200,0.19,0.25,0.6,0.369191897,0.15,0.812252396,359.8524036,2.812264111,0.33,3.03030303,22.94965042,19.15
4320,800,0.12,0.29,0.6,0.280226206,0.15,0.830538367,186.1908928,5.435281957,0.33,3.03030303,169.0229555,160.69
4321,1200,0.11,0.23,0.6,0.265971811,0.15,0.802156626,256.0212611,3.952796715,0.33,3.03030303,64.38748392,64.19
4322,1000,0.15,0.26,0.6,0.32037215,0.15,0.817045048,261.7584785,3.866159392,0.33,3.03030303,60.20542421,50.35
4323,900,0.11,0.21,0.6,0.265971811,0.15,0.791284929,189.4135374,5.342807141,0.33,3.03030303,160.4582733,154.62
4324,800,0.12,0.28,0.6,0.280226206,0.15,0.826178149,185.213415,5.463967069,0.33,3.03030303,171.7405894,169.98
4325,1000,0.2,0.22,0.6,0.380730788,0.15,0.796825827,303.3761248,3.335793153,0.33,3.03030303,38.49921351,34.28
4326,1200,0.12,0.22,0.6,0.280226206,0.15,0.796825827,267.9497744,3.776827214,0.33,3.03030303,56.08801246,51.48
4327,900,0.18,0.24,0.6,0.357407369,0.15,0.807293929,259.6795194,3.89711134,0.33,3.03030303,61.67792274,60.9
4328,1100,0.17,0.22,0.6,0.345357867,0.15,0.796825827,302.7090744,3.343143915,0.33,3.03030303,38.75687071,34.44
4329,700,0.17,0.19,0.6,0.345357867,0.15,0.779494473,188.4431837,5.370318947,0.33,3.03030303,162.9751739,156.05
4330,1200,0.17,0.27,0.6,0.345357867,0.15,0.821683497,340.5298315,2.971839488,0.33,3.03030303,27.12752351,24.18
4331,900,0.13,0.23,0.6,0.294012647,0.15,0.802156626,212.2597734,4.76774277,0.33,3.03030303,113.6300984,107.62
4332,1000,0.18,0.23,0.6,0.357407369,0.15,0.802156626,286.6966897,3.52986287,0.33,3.03030303,45.69537275,43.06
4333,1200,0.2,0.2,0.6,0.380730788,0.15,0.78551503,358.8837075,2.819854953,0.33,3.03030303,23.13787895,17.2
4334,700,0.15,0.21,0.6,0.32037215,0.15,0.791284929,177.4539577,5.702887742,0.33,3.03030303,195.522361,194.08
4335,800,0.19,0.21,0.6,0.369191897,0.15,0.791284929,233.7087872,4.330175223,0.33,3.03030303,84.87982134,77.85
4336,900,0.11,0.31,0.6,0.265971811,0.15,0.838888526,200.8086306,5.039624028,0.33,3.03030303,134.4247402,124.49
4337,1100,0.19,0.22,0.6,0.369191897,0.15,0.796825827,323.5998025,3.127319585,0.33,3.03030303,31.66080946,22.33
4338,900,0.14,0.21,0.6,0.30738086,0.15,0.791284929,218.9032579,4.623046774,0.33,3.03030303,103.4985355,98.23
4339,1200,0.17,0.27,0.6,0.345357867,0.15,0.821683497,340.5298315,2.971839488,0.33,3.03030303,27.12752351,24.38
4340,800,0.14,0.3,0.6,0.30738086,0.15,0.834772605,205.274497,4.929984069,0.33,3.03030303,125.7569125,124.02
4341,700,0.1,0.25,0.6,0.251188643,0.15,0.812252396,142.8200041,7.085842114,0.33,3.03030303,377.5233795,375.34
4342,900,0.13,0.21,0.6,0.294012647,0.15,0.791284929,209.3829986,4.833248195,0.33,3.03030303,118.4272952,113.71
4343,1000,0.15,0.2,0.6,0.32037215,0.15,0.78551503,251.6571389,4.021344296,0.33,3.03030303,67.83097407,59.63
4344,1000,0.15,0.22,0.6,0.32037215,0.15,0.796825827,255.2808032,3.96426205,0.33,3.03030303,64.95509119,61.6
4345,1100,0.17,0.3,0.6,0.345357867,0.15,0.834772605,317.1248145,3.191172541,0.33,3.03030303,33.66061757,31.65
4346,1200,0.18,0.19,0.6,0.357407369,0.15,0.779494473,334.3164829,3.027071807,0.33,3.03030303,28.68432377,24.92
4347,1200,0.17,0.21,0.6,0.345357867,0.15,0.791284929,327.93177,3.0860078,0.33,3.03030303,30.41033966,26.74
4348,1000,0.16,0.26,0.6,0.333021283,0.15,0.817045048,272.0933902,3.719311224,0.33,3.03030303,53.53949928,51.22
4349,1100,0.16,0.22,0.6,0.333021283,0.15,0.796825827,291.8959551,3.466988776,0.33,3.03030303,43.27324882,38.82
4350,800,0.2,0.22,0.6,0.380730788,0.15,0.796825827,242.7008998,4.169741442,0.33,3.03030303,75.70395407,69.01
4351,900,0.12,0.27,0.6,0.280226206,0.15,0.821683497,207.2315244,4.883426896,0.33,3.03030303,122.1924908,121.33
4352,800,0.19,0.25,0.6,0.369191897,0.15,0.812252396,239.9016024,4.218396166,0.33,3.03030303,78.41261734,68.56
4353,700,0.16,0.23,0.6,0.333021283,0.15,0.802156626,186.9946602,5.411919244,0.33,3.03030303,166.8309756,160.4
4354,1000,0.13,0.29,0.6,0.294012647,0.15,0.830538367,244.1887834,4.144334502,0.33,3.03030303,74.31477305,65.47
4355,1100,0.13,0.27,0.6,0.294012647,0.15,0.821683497,265.7438736,3.808178101,0.33,3.03030303,57.5107785,51.4
4356,1100,0.11,0.28,0.6,0.265971811,0.15,0.826178149,241.7141089,4.186764292,0.33,3.03030303,76.64438399,72.89
4357,800,0.13,0.2,0.6,0.294012647,0.15,0.78551503,184.7610824,5.477343968,0.33,3.03030303,173.0178671,164.09
4358,900,0.2,0.22,0.6,0.380730788,0.15,0.796825827,273.0385123,3.706436837,0.33,3.03030303,52.97987385,52.32
4359,800,0.13,0.19,0.6,0.294012647,0.15,0.779494473,183.3449864,5.51964916,0.33,3.03030303,177.0991953,167.79
4360,1000,0.16,0.23,0.6,0.333021283,0.15,0.802156626,267.1352288,3.788343471,0.33,3.03030303,56.60786958,53.24
4361,900,0.11,0.2,0.6,0.265971811,0.15,0.78551503,188.0323699,5.382052039,0.33,3.03030303,164.056565,162.71
4362,800,0.18,0.25,0.6,0.357407369,0.15,0.812252396,232.2439938,4.357486208,0.33,3.03030303,86.51249795,80.41
4363,700,0.12,0.19,0.6,0.280226206,0.15,0.779494473,152.9043454,6.618516939,0.33,3.03030303,307.0107553,299.53
4364,900,0.13,0.27,0.6,0.294012647,0.15,0.821683497,217.4268057,4.654439902,0.33,3.03030303,105.6429909,104.02
4365,1100,0.11,0.3,0.6,0.265971811,0.15,0.834772605,244.22858,4.143659189,0.33,3.03030303,74.27808373,71.08
4366,1100,0.17,0.31,0.6,0.345357867,0.15,0.838888526,318.6884266,3.17551538,0.33,3.03030303,33.16264431,30.78
4367,800,0.14,0.31,0.6,0.30738086,0.15,0.838888526,206.2866212,4.905795608,0.33,3.03030303,123.8964719,119.45
4368,900,0.15,0.24,0.6,0.32037215,0.15,0.807293929,232.7710422,4.347619834,0.33,3.03030303,85.92027147,81.93
4369,1000,0.2,0.23,0.6,0.380730788,0.15,0.802156626,305.4057242,3.313624859,0.33,3.03030303,37.72912966,30.84
4370,900,0.13,0.26,0.6,0.294012647,0.15,0.817045048,216.1994192,4.680863638,0.33,3.03030303,107.4708979,106.42
4371,1100,0.1,0.3,0.6,0.251188643,0.15,0.834772605,230.6539378,4.387525354,0.33,3.03030303,88.33241793,78.53
4372,800,0.15,0.28,0.6,0.32037215,0.15,0.826178149,211.7475759,4.779275493,0.33,3.03030303,114.4650561,112.54
4373,1200,0.19,0.27,0.6,0.369191897,0.15,0.821683497,364.0306669,2.779985568,0.33,3.03030303,22.16069918,16.69
4374,1000,0.13,0.22,0.6,0.294012647,0.15,0.796825827,234.2768702,4.319675259,0.33,3.03030303,84.25765945,78.99
4375,1200,0.18,0.19,0.6,0.357407369,0.15,0.779494473,334.3164829,3.027071807,0.33,3.03030303,28.68432377,23.85
4376,1200,0.14,0.26,0.6,0.30738086,0.15,0.817045048,301.3728115,3.357967147,0.33,3.03030303,39.27996019,30.61
4377,900,0.17,0.23,0.6,0.345357867,0.15,0.802156626,249.327991,4.058910497,0.33,3.03030303,69.76941399,63.39
4378,700,0.18,0.3,0.6,0.357407369,0.15,0.834772605,208.8477166,4.845635933,0.33,3.03030303,119.3494849,113.59
4379,1000,0.17,0.23,0.6,0.345357867,0.15,0.802156626,277.0311011,3.653019448,0.33,3.03030303,50.69977278,41.32
4380,1200,0.2,0.29,0.6,0.380730788,0.15,0.830538367,379.4538321,2.666991118,0.33,3.03030303,19.54224495,9.95
4381,1100,0.17,0.19,0.6,0.345357867,0.15,0.779494473,296.125003,3.417475694,0.33,3.03030303,41.42754475,34.12
4382,1100,0.16,0.3,0.6,0.333021283,0.15,0.834772605,305.7967483,3.309387709,0.33,3.03030303,37.58312405,33.17
4383,800,0.17,0.25,0.6,0.345357867,0.15,0.812252396,224.4142038,4.509518484,0.33,3.03030303,95.98704911,86.18
4384,700,0.18,0.24,0.6,0.357407369,0.15,0.807293929,201.9729596,5.010571723,0.33,3.03030303,132.090187,123.94
4385,1100,0.15,0.23,0.6,0.32037215,0.15,0.802156626,282.6875071,3.579924739,0.33,3.03030303,47.68763085,41.93
4386,1200,0.13,0.24,0.6,0.294012647,0.15,0.807293929,284.8255494,3.553052043,0.33,3.03030303,46.61112686,42.1
4387,900,0.12,0.3,0.6,0.280226206,0.15,0.834772605,210.5326443,4.806855504,0.33,3.03030303,116.4784702,114.91
4388,700,0.17,0.19,0.6,0.345357867,0.15,0.779494473,188.4431837,5.370318947,0.33,3.03030303,162.9751739,158.34
4389,700,0.11,0.3,0.6,0.265971811,0.15,0.834772605,155.4181873,6.51146444,0.33,3.03030303,292.2085701,289.88
4390,1200,0.13,0.31,0.6,0.294012647,0.15,0.838888526,295.9726027,3.419235399,0.33,3.03030303,41.49221978,40.99
4391,1200,0.12,0.3,0.6,0.280226206,0.15,0.834772605,280.7101924,3.605141628,0.33,3.03030303,48.71283732,40.23
4392,800,0.14,0.21,0.6,0.30738086,0.15,0.791284929,194.5806736,5.200927621,0.33,3.03030303,147.8910349,147.42
4393,1000,0.17,0.19,0.6,0.345357867,0.15,0.779494473,269.2045482,3.759223263,0.33,3.03030303,55.29954708,45.8
4394,900,0.11,0.3,0.6,0.265971811,0.15,0.834772605,199.8233837,5.064472343,0.33,3.03030303,136.4432742,133.64
4395,1200,0.12,0.24,0.6,0.280226206,0.15,0.807293929,271.4698981,3.727853464,0.33,3.03030303,53.9129917,53.63
4396,900,0.18,0.29,0.6,0.357407369,0.15,0.830538367,267.1564797,3.788042128,0.33,3.03030303,56.59422566,48.6
4397,900,0.1,0.25,0.6,0.251188643,0.15,0.812252396,183.6257196,5.511210533,0.33,3.03030303,176.2799975,174.34
4398,700,0.17,0.26,0.6,0.345357867,0.15,0.817045048,197.5210543,5.123504447,0.33,3.03030303,141.3199211,133.99
4399,1100,0.1,0.27,0.6,0.251188643,0.15,0.821683497,227.037319,4.457416976,0.33,3.03030303,92.665693,88.46
4400,1200,0.1,0.25,0.6,0.251188643,0.15,0.812252396,244.8342928,4.1334079,0.33,3.03030303,73.72262721,71.63
4401,1100,0.11,0.24,0.6,0.265971811,0.15,0.807293929,236.1891714,4.28470109,0.33,3.03030303,82.20735913,76.02
4402,1000,0.11,0.22,0.6,0.265971811,0.15,0.796825827,211.9332086,4.775089316,0.33,3.03030303,114.1615075,104.37
4403,1000,0.1,0.28,0.6,0.251188643,0.15,0.826178149,207.5265684,4.876484047,0.33,3.03030303,121.6668166,116.76
4404,900,0.11,0.2,0.6,0.265971811,0.15,0.78551503,188.0323699,5.382052039,0.33,3.03030303,164.056565,157.45
4405,1100,0.19,0.26,0.6,0.369191897,0.15,0.817045048,331.8110524,3.049928545,0.33,3.03030303,29.34569761,22.73
4406,1100,0.13,0.31,0.6,0.294012647,0.15,0.838888526,271.3082191,3.73007498,0.33,3.03030303,54.01040828,51.73
4407,800,0.1,0.31,0.6,0.251188643,0.15,0.838888526,168.5754164,6.003247815,0.33,3.03030303,228.4263904,223.29
4408,1000,0.16,0.23,0.6,0.333021283,0.15,0.802156626,267.1352288,3.788343471,0.33,3.03030303,56.60786958,51.27
4409,800,0.17,0.26,0.6,0.345357867,0.15,0.817045048,225.7383478,4.483066391,0.33,3.03030303,94.29099391,90.33
4410,1000,0.2,0.29,0.6,0.380730788,0.15,0.830538367,316.2115268,3.200389342,0.33,3.03030303,33.95608582,29.58
4411,1000,0.2,0.19,0.6,0.380730788,0.15,0.779494473,296.7775447,3.409961495,0.33,3.03030303,41.1521328,33.93
4412,900,0.2,0.3,0.6,0.380730788,0.15,0.834772605,286.0412683,3.537951031,0.33,3.03030303,46.01339684,42.06
4413,800,0.15,0.19,0.6,0.32037215,0.15,0.779494473,199.782656,5.065504785,0.33,3.03030303,136.5275805,131.79
4414,800,0.19,0.21,0.6,0.369191897,0.15,0.791284929,233.7087872,4.330175223,0.33,3.03030303,84.87982134,78.83
4415,1100,0.12,0.28,0.6,0.280226206,0.15,0.826178149,254.6684456,3.973794232,0.33,3.03030303,65.4295395,59.1
4416,800,0.13,0.23,0.6,0.294012647,0.15,0.802156626,188.6753541,5.363710617,0.33,3.03030303,162.3682188,153.36
4417,900,0.11,0.19,0.6,0.265971811,0.15,0.779494473,186.5912013,5.423621227,0.33,3.03030303,167.9265045,161.45
4418,1000,0.19,0.26,0.6,0.369191897,0.15,0.817045048,301.6464112,3.354921399,0.33,3.03030303,39.17209665,29.79
4419,1000,0.19,0.29,0.6,0.369191897,0.15,0.830538367,306.6280353,3.30041576,0.33,3.03030303,37.2752151,35.15
4420,1100,0.11,0.31,0.6,0.265971811,0.15,0.838888526,245.4327708,4.12332875,0.33,3.03030303,73.17921798,63.66
4421,1200,0.13,0.19,0.6,0.294012647,0.15,0.779494473,275.0174795,3.679766107,0.33,3.03030303,51.8330437,42.54
4422,1200,0.17,0.24,0.6,0.345357867,0.15,0.807293929,334.5663706,3.024810886,0.33,3.03030303,28.61945077,23.23
4423,1100,0.12,0.2,0.6,0.280226206,0.15,0.78551503,242.1340868,4.179502414,0.33,3.03030303,76.2422489,69.22
4424,1000,0.18,0.2,0.6,0.357407369,0.15,0.78551503,280.7488606,3.604645083,0.33,3.03030303,48.69250884,42.98
4425,900,0.11,0.3,0.6,0.265971811,0.15,0.834772605,199.8233837,5.064472343,0.33,3.03030303,136.4432742,129.46
4426,900,0.1,0.29,0.6,0.251188643,0.15,0.830538367,187.759625,5.389870161,0.33,3.03030303,164.7797917,160.91
4427,1000,0.2,0.19,0.6,0.380730788,0.15,0.779494473,296.7775447,3.409961495,0.33,3.03030303,41.1521328,34.29
4428,700,0.2,0.29,0.6,0.380730788,0.15,0.830538367,221.3480687,4.571984774,0.33,3.03030303,100.0731341,95.75
4429,1100,0.15,0.23,0.6,0.32037215,0.15,0.802156626,282.6875071,3.579924739,0.33,3.03030303,47.68763085,44.95
4430,800,0.16,0.23,0.6,0.333021283,0.15,0.802156626,213.7081831,4.735429339,0.33,3.03030303,111.3123923,111.27
4431,1000,0.11,0.26,0.6,0.265971811,0.15,0.817045048,217.3109515,4.656921307,0.33,3.03030303,105.8137532,100.31
4432,1000,0.1,0.28,0.6,0.251188643,0.15,0.826178149,207.5265684,4.876484047,0.33,3.03030303,121.6668166,115.91
4433,800,0.2,0.2,0.6,0.380730788,0.15,0.78551503,239.255805,4.229782429,0.33,3.03030303,79.05574223,72.6
4434,1100,0.14,0.22,0.6,0.30738086,0.15,0.796825827,269.4219088,3.756190447,0.33,3.03030303,55.16446435,53.16
4435,1200,0.12,0.23,0.6,0.280226206,0.15,0.802156626,269.7423701,3.75172799,0.33,3.03030303,54.96610714,47.93
4436,1200,0.15,0.28,0.6,0.32037215,0.15,0.826178149,317.6213638,3.186183662,0.33,3.03030303,33.50140719,25.21
4437,700,0.2,0.24,0.6,0.380730788,0.15,0.807293929,215.1531573,4.70362607,0.33,3.03030303,109.0624169,103.93
4438,1100,0.14,0.31,0.6,0.30738086,0.15,0.838888526,283.6441041,3.567851351,0.33,3.03030303,47.20194061,43.55
4439,900,0.12,0.25,0.6,0.280226206,0.15,0.812252396,204.852967,4.940128596,0.33,3.03030303,126.5427108,120.52
4440,900,0.17,0.3,0.6,0.345357867,0.15,0.834772605,259.4657573,3.900321994,0.33,3.03030303,61.83203232,61.4
4441,800,0.14,0.25,0.6,0.30738086,0.15,0.812252396,199.7366721,5.066670978,0.33,3.03030303,136.6228504,130.16
4442,1000,0.2,0.23,0.6,0.380730788,0.15,0.802156626,305.4057242,3.313624859,0.33,3.03030303,37.72912966,33.13
4443,1200,0.17,0.21,0.6,0.345357867,0.15,0.791284929,327.93177,3.0860078,0.33,3.03030303,30.41033966,23.4
4444,700,0.11,0.25,0.6,0.265971811,0.15,0.812252396,151.2253688,6.691998888,0.33,3.03030303,317.4566467,314.96
4445,1200,0.2,0.26,0.6,0.380730788,0.15,0.817045048,373.2890457,2.711035889,0.33,3.03030303,20.53672141,10.96
4446,1000,0.13,0.27,0.6,0.294012647,0.15,0.821683497,241.5853396,4.188995912,0.33,3.03030303,76.76824738,68.29
4447,1100,0.19,0.3,0.6,0.369191897,0.15,0.834772605,339.0104097,2.985159072,0.33,3.03030303,27.49763796,18.63
4448,900,0.13,0.29,0.6,0.294012647,0.15,0.830538367,219.769905,4.604816114,0.33,3.03030303,102.2666944,95.22
4449,1100,0.11,0.2,0.6,0.265971811,0.15,0.78551503,229.817341,4.403497123,0.33,3.03030303,89.31042837,87.4
4450,1000,0.13,0.23,0.6,0.294012647,0.15,0.802156626,235.8441926,4.290968493,0.33,3.03030303,82.57228832,74.85
4451,800,0.16,0.27,0.6,0.333021283,0.15,0.821683497,218.9104739,4.622894381,0.33,3.03030303,103.4881974,101.51
4452,1100,0.13,0.24,0.6,0.294012647,0.15,0.807293929,261.0900869,3.876056774,0.33,3.03030303,60.67368787,59.37
4453,1000,0.1,0.3,0.6,0.251188643,0.15,0.834772605,209.685398,4.82627789,0.33,3.03030303,117.9105046,115.75
4454,1100,0.11,0.21,0.6,0.265971811,0.15,0.791284929,231.5054346,4.371387661,0.33,3.03030303,87.3515615,82.45
4455,900,0.17,0.29,0.6,0.345357867,0.15,0.830538367,258.1496627,3.920206555,0.33,3.03030303,62.79223057,61.27
4456,900,0.12,0.31,0.6,0.280226206,0.15,0.838888526,211.5706942,4.78327116,0.33,3.03030303,114.7552944,108.68
4457,1200,0.1,0.25,0.6,0.251188643,0.15,0.812252396,244.8342928,4.1334079,0.33,3.03030303,73.72262721,71.76
4458,1200,0.15,0.23,0.6,0.32037215,0.15,0.802156626,308.3863714,3.281597677,0.33,3.03030303,36.63489545,26.97
4459,800,0.1,0.29,0.6,0.251188643,0.15,0.830538367,166.8974444,6.063603931,0.33,3.03030303,235.456993,227.2
4460,900,0.14,0.25,0.6,0.30738086,0.15,0.812252396,224.7037561,4.503707536,0.33,3.03030303,95.61272547,89.88
4461,900,0.15,0.25,0.6,0.32037215,0.15,0.812252396,234.2007417,4.321079398,0.33,3.03030303,84.34068231,80.02
4462,900,0.18,0.29,0.6,0.357407369,0.15,0.830538367,267.1564797,3.788042128,0.33,3.03030303,56.59422566,51.99
4463,800,0.1,0.26,0.6,0.251188643,0.15,0.817045048,164.1859496,6.163743014,0.33,3.03030303,247.4390573,237.78
4464,1000,0.17,0.3,0.6,0.345357867,0.15,0.834772605,288.2952859,3.510289795,0.33,3.03030303,44.93186641,41.28
4465,800,0.14,0.22,0.6,0.30738086,0.15,0.796825827,195.9432064,5.164761865,0.33,3.03030303,144.7966422,140.57
4466,1200,0.17,0.26,0.6,0.345357867,0.15,0.817045048,338.6075217,2.988710927,0.33,3.03030303,27.5969024,21.55
4467,1200,0.16,0.23,0.6,0.333021283,0.15,0.802156626,320.5622746,3.156952892,0.33,3.03030303,32.57869177,32.35
4468,1100,0.11,0.29,0.6,0.265971811,0.15,0.830538367,242.9897733,4.164784328,0.33,3.03030303,75.43155845,71.83
4469,1200,0.17,0.25,0.6,0.345357867,0.15,0.812252396,336.6213057,3.006345656,0.33,3.03030303,28.0933005,22.4
4470,800,0.16,0.23,0.6,0.333021283,0.15,0.802156626,213.7081831,4.735429339,0.33,3.03030303,111.3123923,106.39
4471,800,0.2,0.24,0.6,0.380730788,0.15,0.807293929,245.8893227,4.115672812,0.33,3.03030303,72.7682524,63.24
4472,1200,0.15,0.25,0.6,0.32037215,0.15,0.812252396,312.2676556,3.240809548,0.33,3.03030303,35.2723892,25.3
4473,1200,0.16,0.24,0.6,0.333021283,0.15,0.807293929,322.6152718,3.136863281,0.33,3.03030303,31.95450488,22.81
4474,1000,0.15,0.22,0.6,0.32037215,0.15,0.796825827,255.2808032,3.96426205,0.33,3.03030303,64.95509119,64.83
4475,1200,0.17,0.19,0.6,0.345357867,0.15,0.779494473,323.0454578,3.132686052,0.33,3.03030303,31.82573223,21.91
4476,1000,0.11,0.26,0.6,0.265971811,0.15,0.817045048,217.3109515,4.656921307,0.33,3.03030303,105.8137532,102
4477,800,0.17,0.22,0.6,0.345357867,0.15,0.796825827,220.1520541,4.596822883,0.33,3.03030303,101.729706,101.26
4478,900,0.11,0.27,0.6,0.265971811,0.15,0.821683497,196.6901833,5.145147474,0.33,3.03030303,143.1366972,141.3
4479,700,0.19,0.3,0.6,0.369191897,0.15,0.834772605,215.7338971,4.690964256,0.33,3.03030303,108.1751853,103.33
4480,1000,0.15,0.31,0.6,0.32037215,0.15,0.838888526,268.7565203,3.765490038,0.33,3.03030303,55.5793733,46.97
4481,900,0.13,0.28,0.6,0.294012647,0.15,0.826178149,218.6161418,4.629118379,0.33,3.03030303,103.9109884,96.69
4482,800,0.2,0.23,0.6,0.380730788,0.15,0.802156626,244.3245794,4.142031074,0.33,3.03030303,74.18967918,64.19
4483,1100,0.15,0.27,0.6,0.32037215,0.15,0.821683497,289.5689593,3.494849733,0.33,3.03030303,44.33564718,43.22
4484,800,0.12,0.3,0.6,0.280226206,0.15,0.834772605,187.1401283,5.407712442,0.33,3.03030303,166.4383118,164.58
4485,800,0.19,0.25,0.6,0.369191897,0.15,0.812252396,239.9016024,4.218396166,0.33,3.03030303,78.41261734,75.12
4486,900,0.17,0.31,0.6,0.345357867,0.15,0.838888526,260.7450763,3.881185464,0.33,3.03030303,60.91729275,57.42
4487,1000,0.14,0.2,0.6,0.30738086,0.15,0.78551503,241.4522856,4.191304289,0.33,3.03030303,76.89651215,66.98
4488,800,0.18,0.25,0.6,0.357407369,0.15,0.812252396,232.2439938,4.357486208,0.33,3.03030303,86.51249795,77.19
4489,800,0.2,0.31,0.6,0.380730788,0.15,0.838888526,255.5125513,3.960666491,0.33,3.03030303,64.77672876,58.96
4490,900,0.2,0.29,0.6,0.380730788,0.15,0.830538367,284.5903741,3.555988158,0.33,3.03030303,46.72794529,38.92
4491,1000,0.17,0.27,0.6,0.345357867,0.15,0.821683497,283.7748596,3.566207385,0.33,3.03030303,47.13606438,45.96
4492,1100,0.1,0.19,0.6,0.251188643,0.15,0.779494473,215.3801749,4.698668299,0.33,3.03030303,108.7144402,105.12
4493,900,0.11,0.22,0.6,0.265971811,0.15,0.796825827,190.7398877,5.305654796,0.33,3.03030303,157.1009304,156.83
4494,800,0.18,0.31,0.6,0.357407369,0.15,0.838888526,239.8599529,4.219128652,0.33,3.03030303,78.45388412,74.65
4495,900,0.18,0.21,0.6,0.357407369,0.15,0.791284929,254.5299585,3.975956331,0.33,3.03030303,65.53747643,63.55
4496,900,0.14,0.23,0.6,0.30738086,0.15,0.802156626,221.9108343,4.560390227,0.33,3.03030303,99.30606573,91.85
4497,1000,0.1,0.2,0.6,0.251188643,0.15,0.78551503,197.3124546,5.12892104,0.33,3.03030303,141.7731469,133.19
4498,700,0.1,0.25,0.6,0.251188643,0.15,0.812252396,142.8200041,7.085842114,0.33,3.03030303,377.5233795,372.11
4499,900,0.18,0.24,0.6,0.357407369,0.15,0.807293929,259.6795194,3.89711134,0.33,3.03030303,61.67792274,59.44
4500,700,0.13,0.23,0.6,0.294012647,0.15,0.802156626,165.0909349,6.129954991,0.33,3.03030303,243.3515961,242.93
4501,1100,0.12,0.27,0.6,0.280226206,0.15,0.821683497,253.2829743,3.995531097,0.33,3.03030303,66.52012797,65.74
4502,800,0.2,0.28,0.6,0.380730788,0.15,0.826178149,251.6411661,4.021599548,0.33,3.03030303,67.84402197,63.15
4503,900,0.13,0.22,0.6,0.294012647,0.15,0.796825827,210.8491832,4.799639177,0.33,3.03030303,115.949386,111.41
4504,900,0.19,0.21,0.6,0.369191897,0.15,0.791284929,262.9223856,3.849044643,0.33,3.03030303,59.40141808,58.19
4505,1100,0.13,0.31,0.6,0.294012647,0.15,0.838888526,271.3082191,3.73007498,0.33,3.03030303,54.01040828,47.34
4506,700,0.11,0.3,0.6,0.265971811,0.15,0.834772605,155.4181873,6.51146444,0.33,3.03030303,292.2085701,288.22
4507,1200,0.17,0.24,0.6,0.345357867,0.15,0.807293929,334.5663706,3.024810886,0.33,3.03030303,28.61945077,25.9
4508,900,0.2,0.19,0.6,0.380730788,0.15,0.779494473,267.0997903,3.788846105,0.33,3.03030303,56.6306323,48.91
4509,1000,0.13,0.26,0.6,0.294012647,0.15,0.817045048,240.2215769,4.212777274,0.33,3.03030303,78.0965439,75.07
4510,700,0.17,0.24,0.6,0.345357867,0.15,0.807293929,195.1637162,5.185390091,0.33,3.03030303,146.5562499,141.19
4511,1200,0.1,0.27,0.6,0.251188643,0.15,0.821683497,247.6770753,4.085965561,0.33,3.03030303,71.18822876,65.42
4512,1200,0.15,0.23,0.6,0.32037215,0.15,0.802156626,308.3863714,3.281597677,0.33,3.03030303,36.63489545,30.89
4513,900,0.17,0.21,0.6,0.345357867,0.15,0.791284929,245.9488275,4.114677067,0.33,3.03030303,72.71491539,69.68
4514,1000,0.2,0.27,0.6,0.380730788,0.15,0.821683497,312.8402052,3.234878329,0.33,3.03030303,35.07713324,31
4515,1200,0.16,0.2,0.6,0.333021283,0.15,0.78551503,313.9118678,3.223834789,0.33,3.03030303,34.71551147,33.76
4516,800,0.14,0.23,0.6,0.30738086,0.15,0.802156626,197.254075,5.130439005,0.33,3.03030303,141.9003349,136.69
4517,1200,0.15,0.26,0.6,0.32037215,0.15,0.817045048,314.1101742,3.221799493,0.33,3.03030303,34.6491393,27.7
